UF;MUNICIPIO;POPULACAO_ESTIMADA;COD_MUNICIPIO
RO;Alta Floresta D'Oeste;22853;1100015
RO;Ariquemes;108573;1100023
RO;Cabixi;5690;1100031
RO;Cacoal;97637;1100049
RO;Cerejeiras;16975;1100056
RO;Colorado do Oeste;16588;1100064
RO;Corumbiara;8001;1100072
RO;Costa Marques;13522;1100080
RO;Espigão D'Oeste;32717;1100098
RO;Guajará-Mirim;43553;1100106
RO;Jaru;55583;1100114
RO;Ji-Paraná;139359;1100122
RO;Machadinho D'Oeste;34063;1100130
RO;Nova Brasilândia D'Oeste;16504;1100148
RO;Ouro Preto do Oeste;38681;1100155
RO;Pimenta Bueno;39053;1100189
RO;Porto Velho;514873;1100205
RO;Presidente Médici;20518;1100254
RO;Rio Crespo;3753;1100262
RO;Rolim de Moura;62559;1100288
RO;Santa Luzia D'Oeste;7877;1100296
RO;Vilhena;108528;1100304
RO;São Miguel do Guaporé;22267;1100320
RO;Nova Mamoré;28496;1100338
RO;Alvorada D'Oeste;13837;1100346
RO;Alto Alegre dos Parecis;12263;1100379
RO;Alto Paraíso;17463;1100403
RO;Buritis;30729;1100452
RO;Novo Horizonte do Oeste;8056;1100502
RO;Cacaulândia;4345;1100601
RO;Campo Novo de Rondônia;9225;1100700
RO;Candeias do Jamari;24163;1100809
RO;Castanheiras;3456;1100908
RO;Chupinguaia;10129;1100924
RO;Cujubim;15883;1100940
RO;Governador Jorge Teixeira;8420;1101005
RO;Itapuã do Oeste;9209;1101104
RO;Ministro Andreazza;6657;1101203
RO;Mirante da Serra;9740;1101302
RO;Monte Negro;12241;1101401
RO;Nova União;6577;1101435
RO;Parecis;4390;1101450
RO;Pimenteiras do Oeste;2311;1101468
RO;Primavera de Rondônia;3279;1101476
RO;São Felipe D'Oeste;5605;1101484
RO;São Francisco do Guaporé;17511;1101492
RO;Seringueiras;12954;1101500
RO;Teixeirópolis;4536;1101559
RO;Theobroma;8540;1101609
RO;Urupá;11377;1101708
RO;Vale do Anari;8265;1101757
RO;Vale do Paraíso;6843;1101807
AC;Acrelândia;14657;1200013
AC;Assis Brasil;8573;1200054
AC;Brasiléia;27841;1200104
AC;Bujari;13766;1200138
AC;Capixaba;10922;1200179
AC;Cruzeiro do Sul;98382;1200203
AC;Epitaciolândia;19739;1200252
AC;Feijó;37644;1200302
AC;Jordão;9787;1200328
AC;Mâncio Lima;20329;1200336
AC;Manoel Urbano;12776;1200344
AC;Marechal Thaumaturgo;17951;1200351
AC;Plácido de Castro;17127;1200385
AC;Porto Walter;11275;1200393
AC;Rio Branco;387852;1200401
AC;Rodrigues Alves;15537;1200427
AC;Santa Rosa do Purus;7143;1200435
AC;Senador Guiomard;22352;1200450
AC;Sena Madureira;43916;1200500
AC;Tarauacá;46517;1200609
AC;Xapuri;19090;1200708
AC;Porto Acre;17455;1200807
AM;Alvarães;16670;1300029
AM;Amaturá;11411;1300060
AM;Anamã;10318;1300086
AM;Anori;17932;1300102
AM;Apuí;21735;1300144
AM;Atalaia do Norte;15892;1300201
AM;Autazes;45328;1300300
AM;Barcelos;18626;1300409
AM;Barreirinha;33436;1300508
AM;Benjamin Constant;40509;1300607
AM;Beruri;22136;1300631
AM;Boa Vista do Ramos;25769;1300680
AM;Boca do Acre;38246;1300706
AM;Borba;34879;1300805
AM;Caapiranga;14310;1300839
AM;Canutama;17885;1300904
AM;Carauari;30892;1301001
AM;Careiro;32442;1301100
AM;Careiro da Várzea;19809;1301159
AM;Coari;73820;1301209
AM;Codajás;24451;1301308
AM;Eirunepé;35534;1301407
AM;Envira;17920;1301506
AM;Fonte Boa;27875;1301605
AM;Guajará;14332;1301654
AM;Humaitá;62312;1301704
AM;Ipixuna;25458;1301803
AM;Iranduba;67114;1301852
AM;Itacoatiara;112520;1301902
AM;Itamarati;11730;1301951
AM;Itapiranga;10805;1302009
AM;Japurá;9397;1302108
AM;Juruá;11152;1302207
AM;Jutaí;27656;1302306
AM;Lábrea;48927;1302405
AM;Manacapuru;110691;1302504
AM;Manaquiri;17009;1302553
AM;Manaus;2279686;1302603
AM;Manicoré;57758;1302702
AM;Maraã;15843;1302801
AM;Maués;65714;1302900
AM;Nhamundá;21106;1303007
AM;Nova Olinda do Norte;28267;1303106
AM;Novo Airão;16467;1303205
AM;Novo Aripuanã;24987;1303304
AM;Parintins;101956;1303403
AM;Pauini;20232;1303502
AM;Presidente Figueiredo;33004;1303536
AM;Rio Preto da Eva;25723;1303569
AM;Santa Isabel do Rio Negro;14176;1303601
AM;Santo Antônio do Içá;30448;1303700
AM;São Gabriel da Cachoeira;56406;1303809
AM;São Paulo de Olivença;35196;1303908
AM;São Sebastião do Uatumã;12247;1303957
AM;Silves;12404;1304005
AM;Tabatinga;72283;1304062
AM;Tapauá;20501;1304104
AM;Tefé;79278;1304203
AM;Tonantins;20224;1304237
AM;Uarini;15278;1304260
AM;Urucará;19505;1304302
AM;Urucurituba;25592;1304401
RR;Amajari;15583;1400027
RR;Alto Alegre;23049;1400050
RR;Boa Vista;470169;1400100
RR;Bonfim;15222;1400159
RR;Cantá;20552;1400175
RR;Caracaraí;22443;1400209
RR;Caroebe;11708;1400233
RR;Iracema;10778;1400282
RR;Mucajaí;19619;1400308
RR;Normandia;15744;1400407
RR;Pacaraima;22104;1400456
RR;Rorainópolis;36747;1400472
RR;São João da Baliza;9727;1400506
RR;São Luiz;7777;1400605
RR;Uiramutã;15571;1400704
PA;Abaetetuba;170999;1500107
PA;Abel Figueiredo;6302;1500131
PA;Acará;62701;1500206
PA;Afuá;40246;1500305
PA;Água Azul do Norte;17960;1500347
PA;Alenquer;74836;1500404
PA;Almeirim;36334;1500503
PA;Altamira;136982;1500602
PA;Anajás;30003;1500701
PA;Ananindeua;507838;1500800
PA;Anapu;34947;1500859
PA;Augusto Corrêa;47596;1500909
PA;Aurora do Pará;24321;1500958
PA;Aveiro;19223;1501006
PA;Bagre;34633;1501105
PA;Baião;55949;1501204
PA;Bannach;4252;1501253
PA;Barcarena;137331;1501303
PA;Belém;1398531;1501402
PA;Belterra;18954;1501451
PA;Benevides;68191;1501501
PA;Bom Jesus do Tocantins;18958;1501576
PA;Bonito;12998;1501600
PA;Bragança;131679;1501709
PA;Brasil Novo;26606;1501725
PA;Brejo Grande do Araguaia;6985;1501758
PA;Breu Branco;47351;1501782
PA;Breves;115051;1501808
PA;Bujaru;25112;1501907
PA;Cachoeira do Piriá;19578;1501956
PA;Cachoeira do Arari;25243;1502004
PA;Cametá;143837;1502103
PA;Canaã dos Carajás;86629;1502152
PA;Capanema;74808;1502202
PA;Capitão Poço;59960;1502301
PA;Castanhal;207603;1502400
PA;Chaves;21487;1502509
PA;Colares;13526;1502608
PA;Conceição do Araguaia;47099;1502707
PA;Concórdia do Pará;28287;1502756
PA;Cumaru do Norte;14937;1502764
PA;Curionópolis;20859;1502772
PA;Curralinho;36451;1502806
PA;Curuá;14834;1502855
PA;Curuçá;44413;1502905
PA;Dom Eliseu;62322;1502939
PA;Eldorado do Carajás;29425;1502954
PA;Faro;9125;1503002
PA;Floresta do Araguaia;18565;1503044
PA;Garrafão do Norte;25552;1503077
PA;Goianésia do Pará;27059;1503093
PA;Gurupá;33922;1503101
PA;Igarapé-Açu;37855;1503200
PA;Igarapé-Miri;68955;1503309
PA;Inhangapi;10754;1503408
PA;Ipixuna do Pará;30158;1503457
PA;Irituia;32698;1503507
PA;Itaituba;133684;1503606
PA;Itupiranga;52187;1503705
PA;Jacareacanga;26006;1503754
PA;Jacundá;38391;1503804
PA;Juruti;53952;1503903
PA;Limoeiro do Ajuru;31778;1504000
PA;Mãe do Rio;37048;1504059
PA;Magalhães Barata;8428;1504109
PA;Marabá;288513;1504208
PA;Maracanã;27207;1504307
PA;Marapanim;28105;1504406
PA;Marituba;118998;1504422
PA;Medicilândia;28633;1504455
PA;Melgaço;29846;1504505
PA;Mocajuba;28821;1504604
PA;Moju;90795;1504703
PA;Mojuí dos Campos;25312;1504752
PA;Monte Alegre;63641;1504802
PA;Muaná;48955;1504901
PA;Nova Esperança do Piriá;21259;1504950
PA;Nova Ipixuna;14417;1504976
PA;Nova Timboteua;13204;1505007
PA;Novo Progresso;36518;1505031
PA;Novo Repartimento;63754;1505064
PA;Óbidos;55271;1505106
PA;Oeiras do Pará;36377;1505205
PA;Oriximiná;72460;1505304
PA;Ourém;18675;1505403
PA;Ourilândia do Norte;34905;1505437
PA;Pacajá;43594;1505486
PA;Palestina do Pará;7086;1505494
PA;Paragominas;112843;1505502
PA;Parauapebas;298854;1505536
PA;Pau D'Arco;7296;1505551
PA;Peixe-Boi;8651;1505601
PA;Piçarra;13341;1505635
PA;Placas;18772;1505650
PA;Ponta de Pedras;25767;1505700
PA;Portel;66898;1505809
PA;Porto de Moz;43673;1505908
PA;Prainha;38318;1506005
PA;Primavera;11332;1506104
PA;Quatipuru;11870;1506112
PA;Redenção;91947;1506138
PA;Rio Maria;19129;1506161
PA;Rondon do Pará;56593;1506187
PA;Rurópolis;37360;1506195
PA;Salinópolis;48168;1506203
PA;Salvaterra;25441;1506302
PA;Santa Bárbara do Pará;22288;1506351
PA;Santa Cruz do Arari;7654;1506401
PA;Santa Izabel do Pará;78317;1506500
PA;Santa Luzia do Pará;21217;1506559
PA;Santa Maria das Barreiras;17079;1506583
PA;Santa Maria do Pará;25696;1506609
PA;Santana do Araguaia;31683;1506708
PA;Santarém;357311;1506807
PA;Santarém Novo;6348;1506906
PA;Santo Antônio do Tauá;29134;1507003
PA;São Caetano de Odivelas;17248;1507102
PA;São Domingos do Araguaia;21638;1507151
PA;São Domingos do Capim;32449;1507201
PA;São Félix do Xingu;65957;1507300
PA;São Francisco do Pará;15418;1507409
PA;São Geraldo do Araguaia;24978;1507458
PA;São João da Ponta;4509;1507466
PA;São João de Pirabas;21447;1507474
PA;São João do Araguaia;14246;1507508
PA;São Miguel do Guamá;55798;1507607
PA;São Sebastião da Boa Vista;27441;1507706
PA;Sapucaia;6160;1507755
PA;Senador José Porfírio;24441;1507805
PA;Soure;25218;1507904
PA;Tailândia;75526;1507953
PA;Terra Alta;10815;1507961
PA;Terra Santa;19667;1507979
PA;Tomé-Açu;72326;1508001
PA;Tracuateua;30373;1508035
PA;Trairão;15619;1508050
PA;Tucumã;42480;1508084
PA;Tucuruí;96238;1508100
PA;Ulianópolis;39576;1508126
PA;Uruará;45939;1508159
PA;Vigia;53806;1508209
PA;Viseu;61970;1508308
PA;Vitória do Xingu;16414;1508357
PA;Xinguara;56999;1508407
AP;Serra do Navio;4986;1600055
AP;Amapá;8434;1600105
AP;Pedra Branca do Amapari;13798;1600154
AP;Calçoene;11391;1600204
AP;Cutias;4725;1600212
AP;Ferreira Gomes;7145;1600238
AP;Itaubal;6043;1600253
AP;Laranjal do Jari;37969;1600279
AP;Macapá;487200;1600303
AP;Mazagão;23575;1600402
AP;Oiapoque;30481;1600501
AP;Porto Grande;18988;1600535
AP;Pracuúba;4042;1600550
AP;Santana;118353;1600600
AP;Tartarugalzinho;13785;1600709
AP;Vitória do Jari;11922;1600808
TO;Abreulândia;2668;1700251
TO;Aguiarnópolis;4537;1700301
TO;Aliança do Tocantins;5222;1700350
TO;Almas;6542;1700400
TO;Alvorada;9094;1700707
TO;Ananás;10662;1701002
TO;Angico;2918;1701051
TO;Aparecida do Rio Negro;5067;1701101
TO;Aragominas;5360;1701309
TO;Araguacema;6039;1701903
TO;Araguaçu;8273;1702000
TO;Araguaína;181493;1702109
TO;Araguanã;4338;1702158
TO;Araguatins;33205;1702208
TO;Arapoema;5553;1702307
TO;Arraias;10522;1702406
TO;Augustinópolis;18128;1702554
TO;Aurora do Tocantins;3420;1702703
TO;Axixá do Tocantins;10663;1702901
TO;Babaçulândia;7779;1703008
TO;Bandeirantes do Tocantins;3534;1703057
TO;Barra do Ouro;4641;1703073
TO;Barrolândia;4915;1703107
TO;Bernardo Sayão;4316;1703206
TO;Bom Jesus do Tocantins;4181;1703305
TO;Brasilândia do Tocantins;2016;1703602
TO;Brejinho de Nazaré;4796;1703701
TO;Buriti do Tocantins;10654;1703800
TO;Cachoeirinha;1991;1703826
TO;Campos Lindos;8951;1703842
TO;Cariri do Tocantins;4147;1703867
TO;Carmolândia;2246;1703883
TO;Carrasco Bonito;3362;1703891
TO;Caseara;5009;1703909
TO;Centenário;2135;1704105
TO;Chapada de Areia;1563;1704600
TO;Chapada da Natividade;3182;1705102
TO;Colinas do Tocantins;35957;1705508
TO;Combinado;4896;1705557
TO;Conceição do Tocantins;3956;1705607
TO;Couto Magalhães;5515;1706001
TO;Cristalândia;6437;1706100
TO;Crixás do Tocantins;1499;1706258
TO;Darcinópolis;6054;1706506
TO;Dianópolis;18031;1707009
TO;Divinópolis do Tocantins;7297;1707108
TO;Dois Irmãos do Tocantins;6395;1707207
TO;Dueré;4321;1707306
TO;Esperantina;7493;1707405
TO;Fátima;3520;1707553
TO;Figueirópolis;5336;1707652
TO;Filadélfia;7823;1707702
TO;Formoso do Araguaia;19428;1708205
TO;Tabocão;3676;1708254
TO;Goianorte;4840;1708304
TO;Goiatins;12816;1709005
TO;Guaraí;25681;1709302
TO;Gurupi;89574;1709500
TO;Ipueiras;1627;1709807
TO;Itacajá;6969;1710508
TO;Itaguatins;5206;1710706
TO;Itapiratins;3679;1710904
TO;Itaporã do Tocantins;2464;1711100
TO;Jaú do Tocantins;3403;1711506
TO;Juarina;2305;1711803
TO;Lagoa da Confusão;16312;1711902
TO;Lagoa do Tocantins;3610;1711951
TO;Lajeado;3520;1712009
TO;Lavandeira;1673;1712157
TO;Lizarda;2991;1712405
TO;Luzinópolis;2803;1712454
TO;Marianópolis do Tocantins;4772;1712504
TO;Mateiros;2888;1712702
TO;Maurilândia do Tocantins;3171;1712801
TO;Miracema do Tocantins;18787;1713205
TO;Miranorte;13056;1713304
TO;Monte do Carmo;5722;1713601
TO;Monte Santo do Tocantins;2500;1713700
TO;Palmeiras do Tocantins;4897;1713809
TO;Muricilândia;3485;1713957
TO;Natividade;8961;1714203
TO;Nazaré;4660;1714302
TO;Nova Olinda;10609;1714880
TO;Nova Rosalândia;3403;1715002
TO;Novo Acordo;4102;1715101
TO;Novo Alegre;1841;1715150
TO;Novo Jardim;2263;1715259
TO;Oliveira de Fátima;1211;1715507
TO;Palmeirante;4909;1715705
TO;Palmeirópolis;7119;1715754
TO;Paraíso do Tocantins;55164;1716109
TO;Paranã;10854;1716208
TO;Pau D'Arco;4085;1716307
TO;Pedro Afonso;14731;1716505
TO;Peixe;9438;1716604
TO;Pequizeiro;5038;1716653
TO;Colméia;9158;1716703
TO;Pindorama do Tocantins;4596;1717008
TO;Piraquê;2265;1717206
TO;Pium;7375;1717503
TO;Ponte Alta do Bom Jesus;4295;1717800
TO;Ponte Alta do Tocantins;7842;1717909
TO;Porto Alegre do Tocantins;2953;1718006
TO;Porto Nacional;68555;1718204
TO;Praia Norte;9460;1718303
TO;Presidente Kennedy;3051;1718402
TO;Pugmil;2231;1718451
TO;Recursolândia;3471;1718501
TO;Riachinho;4039;1718550
TO;Rio da Conceição;1822;1718659
TO;Rio dos Bois;2833;1718709
TO;Rio Sono;4798;1718758
TO;Sampaio;4372;1718808
TO;Sandolândia;3873;1718840
TO;Santa Fé do Araguaia;7489;1718865
TO;Santa Maria do Tocantins;2726;1718881
TO;Santa Rita do Tocantins;2291;1718899
TO;Santa Rosa do Tocantins;4789;1718907
TO;Santa Tereza do Tocantins;2889;1719004
TO;Santa Terezinha do Tocantins;2463;1720002
TO;São Bento do Tocantins;5936;1720101
TO;São Félix do Tocantins;1875;1720150
TO;São Miguel do Tocantins;13939;1720200
TO;São Salvador do Tocantins;2385;1720259
TO;São Sebastião do Tocantins;4189;1720309
TO;São Valério;4547;1720499
TO;Silvanópolis;5252;1720655
TO;Sítio Novo do Tocantins;11334;1720804
TO;Sucupira;1599;1720853
TO;Taguatinga;14247;1720903
TO;Taipas do Tocantins;2086;1720937
TO;Talismã;2509;1720978
TO;Palmas;323625;1721000
TO;Tocantínia;7751;1721109
TO;Tocantinópolis;23203;1721208
TO;Tupirama;2003;1721257
TO;Tupiratins;1897;1721307
TO;Wanderlândia;10751;1722081
TO;Xambioá;10683;1722107
MA;Açailândia;110506;2100055
MA;Afonso Cunha;6296;2100105
MA;Água Doce do Maranhão;12446;2100154
MA;Alcântara;18774;2100204
MA;Aldeias Altas;23782;2100303
MA;Altamira do Maranhão;6565;2100402
MA;Alto Alegre do Maranhão;24543;2100436
MA;Alto Alegre do Pindaré;26411;2100477
MA;Alto Parnaíba;11382;2100501
MA;Amapá do Maranhão;7364;2100550
MA;Amarante do Maranhão;38333;2100600
MA;Anajatuba;26221;2100709
MA;Anapurus;14111;2100808
MA;Apicum-Açu;17984;2100832
MA;Araguanã;11347;2100873
MA;Araioses;40278;2100907
MA;Arame;26191;2100956
MA;Arari;30521;2101004
MA;Axixá;12079;2101103
MA;Bacabal;107620;2101202
MA;Bacabeira;17414;2101251
MA;Bacuri;16610;2101301
MA;Bacurituba;5374;2101350
MA;Balsas;106094;2101400
MA;Barão de Grajaú;19458;2101509
MA;Barra do Corda;87672;2101608
MA;Barreirinhas;67999;2101707
MA;Belágua;8716;2101731
MA;Bela Vista do Maranhão;12073;2101772
MA;Benedito Leite;5597;2101806
MA;Bequimão;19983;2101905
MA;Bernardo do Mearim;5983;2101939
MA;Boa Vista do Gurupi;7769;2101970
MA;Bom Jardim;34035;2102002
MA;Bom Jesus das Selvas;29588;2102036
MA;Bom Lugar;12414;2102077
MA;Brejo;35322;2102101
MA;Brejo de Areia;9387;2102150
MA;Buriti;30799;2102200
MA;Buriti Bravo;22940;2102309
MA;Buriticupu;56896;2102325
MA;Buritirana;13157;2102358
MA;Cachoeira Grande;10004;2102374
MA;Cajapió;10342;2102408
MA;Cajari;16711;2102507
MA;Campestre do Maranhão;12553;2102556
MA;Cândido Mendes;20413;2102606
MA;Cantanhede;24976;2102705
MA;Capinzal do Norte;11664;2102754
MA;Carolina;24606;2102804
MA;Carutapera;24855;2102903
MA;Caxias;163428;2103000
MA;Cedral;10444;2103109
MA;Central do Maranhão;7233;2103125
MA;Centro do Guilherme;12668;2103158
MA;Centro Novo do Maranhão;16529;2103174
MA;Chapadinha;84202;2103208
MA;Cidelândia;13152;2103257
MA;Codó;118295;2103307
MA;Coelho Neto;42918;2103406
MA;Colinas;41745;2103505
MA;Conceição do Lago-Açu;15264;2103554
MA;Coroatá;61351;2103604
MA;Cururupu;32608;2103703
MA;Davinópolis;14788;2103752
MA;Dom Pedro;23579;2103802
MA;Duque Bacelar;10448;2103901
MA;Esperantinópolis;18725;2104008
MA;Estreito;34353;2104057
MA;Feira Nova do Maranhão;8236;2104073
MA;Fernando Falcão;11184;2104081
MA;Formosa da Serra Negra;18133;2104099
MA;Fortaleza dos Nogueiras;12951;2104107
MA;Fortuna;17346;2104206
MA;Godofredo Viana;10422;2104305
MA;Gonçalves Dias;17579;2104404
MA;Governador Archer;10472;2104503
MA;Governador Edison Lobão;18908;2104552
MA;Governador Eugênio Barros;14258;2104602
MA;Governador Luiz Rocha;7219;2104628
MA;Governador Newton Bello;10981;2104651
MA;Governador Nunes Freire;23563;2104677
MA;Graça Aranha;6161;2104701
MA;Grajaú;76578;2104800
MA;Guimarães;10470;2104909
MA;Humberto de Campos;26546;2105005
MA;Icatu;25332;2105104
MA;Igarapé do Meio;14350;2105153
MA;Igarapé Grande;10463;2105203
MA;Imperatriz;285146;2105302
MA;Itaipava do Grajaú;14143;2105351
MA;Itapecuru Mirim;62269;2105401
MA;Itinga do Maranhão;22934;2105427
MA;Jatobá;7610;2105450
MA;Jenipapo dos Vieiras;17499;2105476
MA;João Lisboa;25287;2105500
MA;Joselândia;15235;2105609
MA;Junco do Maranhão;5275;2105658
MA;Lago da Pedra;45875;2105708
MA;Lago do Junco;9700;2105807
MA;Lago Verde;15077;2105906
MA;Lagoa do Mato;10809;2105922
MA;Lago dos Rodrigues;8961;2105948
MA;Lagoa Grande do Maranhão;11710;2105963
MA;Lajeado Novo;7227;2105989
MA;Lima Campos;11558;2106003
MA;Loreto;11876;2106102
MA;Luís Domingues;7351;2106201
MA;Magalhães de Almeida;14001;2106300
MA;Maracaçumé;21686;2106326
MA;Marajá do Sena;7165;2106359
MA;Maranhãozinho;14086;2106375
MA;Mata Roma;17537;2106409
MA;Matinha;22530;2106508
MA;Matões;33300;2106607
MA;Matões do Norte;17945;2106631
MA;Milagres do Maranhão;9048;2106672
MA;Mirador;21518;2106706
MA;Miranda do Norte;24377;2106755
MA;Mirinzal;14297;2106805
MA;Monção;28606;2106904
MA;Montes Altos;9309;2107001
MA;Morros;18994;2107100
MA;Nina Rodrigues;14551;2107209
MA;Nova Colinas;5144;2107258
MA;Nova Iorque;4412;2107308
MA;Nova Olinda do Maranhão;14468;2107357
MA;Olho d'Água das Cunhãs;18295;2107407
MA;Olinda Nova do Maranhão;13909;2107456
MA;Paço do Lumiar;152306;2107506
MA;Palmeirândia;21606;2107605
MA;Paraibano;18619;2107704
MA;Parnarama;32256;2107803
MA;Passagem Franca;17592;2107902
MA;Pastos Bons;19246;2108009
MA;Paulino Neves;17523;2108058
MA;Paulo Ramos;20792;2108108
MA;Pedreiras;38267;2108207
MA;Pedro do Rosário;24917;2108256
MA;Penalva;33534;2108306
MA;Peri Mirim;11277;2108405
MA;Peritoró;20910;2108454
MA;Pindaré-Mirim;32521;2108504
MA;Pinheiro;87919;2108603
MA;Pio XII;22369;2108702
MA;Pirapemas;18120;2108801
MA;Poção de Pedras;17444;2108900
MA;Porto Franco;24517;2109007
MA;Porto Rico do Maranhão;6091;2109056
MA;Presidente Dutra;46578;2109106
MA;Presidente Juscelino;11616;2109205
MA;Presidente Médici;4748;2109239
MA;Presidente Sarney;17913;2109270
MA;Presidente Vargas;10791;2109304
MA;Primeira Cruz;13922;2109403
MA;Raposa;32054;2109452
MA;Riachão;22699;2109502
MA;Ribamar Fiquene;7597;2109551
MA;Rosário;39763;2109601
MA;Sambaíba;5701;2109700
MA;Santa Filomena do Maranhão;6839;2109759
MA;Santa Helena;43112;2109809
MA;Santa Inês;88167;2109908
MA;Santa Luzia;59037;2110005
MA;Santa Luzia do Paruá;24870;2110039
MA;Santa Quitéria do Maranhão;24489;2110104
MA;Santa Rita;38446;2110203
MA;Santana do Maranhão;10777;2110237
MA;Santo Amaro do Maranhão;14280;2110278
MA;Santo Antônio dos Lopes;14623;2110302
MA;São Benedito do Rio Preto;18793;2110401
MA;São Bento;48036;2110500
MA;São Bernardo;27887;2110609
MA;São Domingos do Azeitão;8213;2110658
MA;São Domingos do Maranhão;35221;2110708
MA;São Félix de Balsas;4495;2110807
MA;São Francisco do Brejão;9222;2110856
MA;São Francisco do Maranhão;12353;2110906
MA;São João Batista;18909;2111003
MA;São João do Carú;12421;2111029
MA;São João do Paraíso;10105;2111052
MA;São João do Soter;17254;2111078
MA;São João dos Patos;25891;2111102
MA;São José de Ribamar;257414;2111201
MA;São José dos Basílios;7102;2111250
MA;São Luís;1088057;2111300
MA;São Luís Gonzaga do Maranhão;18153;2111409
MA;São Mateus do Maranhão;40160;2111508
MA;São Pedro da Água Branca;14736;2111532
MA;São Pedro dos Crentes;5965;2111573
MA;São Raimundo das Mangabeiras;19129;2111607
MA;São Raimundo do Doca Bezerra;5767;2111631
MA;São Roberto;4602;2111672
MA;São Vicente Ferrer;19885;2111706
MA;Satubinha;8880;2111722
MA;Senador Alexandre Costa;10445;2111748
MA;Senador La Rocque;15035;2111763
MA;Serrano do Maranhão;10461;2111789
MA;Sítio Novo;17457;2111805
MA;Sucupira do Norte;10471;2111904
MA;Sucupira do Riachão;5088;2111953
MA;Tasso Fragoso;9106;2112001
MA;Timbiras;27344;2112100
MA;Timon;182241;2112209
MA;Trizidela do Vale;23052;2112233
MA;Tufilândia;5633;2112274
MA;Tuntum;37401;2112308
MA;Turiaçu;38905;2112407
MA;Turilândia;33032;2112456
MA;Tutóia;55041;2112506
MA;Urbano Santos;34060;2112605
MA;Vargem Grande;44540;2112704
MA;Viana;53115;2112803
MA;Vila Nova dos Martírios;10575;2112852
MA;Vitória do Mearim;31851;2112902
MA;Vitorino Freire;31906;2113009
MA;Zé Doca;41943;2114007
PI;Acauã;6515;2200053
PI;Agricolândia;5023;2200103
PI;Água Branca;18033;2200202
PI;Alagoinha do Piauí;6901;2200251
PI;Alegrete do Piauí;4713;2200277
PI;Alto Longá;13734;2200301
PI;Altos;49637;2200400
PI;Alvorada do Gurguéia;5459;2200459
PI;Amarante;17577;2200509
PI;Angical do Piauí;6982;2200608
PI;Anísio de Abreu;9631;2200707
PI;Antônio Almeida;3228;2200806
PI;Aroazes;5433;2200905
PI;Aroeiras do Itaim;2766;2200954
PI;Arraial;4593;2201002
PI;Assunção do Piauí;7597;2201051
PI;Avelino Lopes;11106;2201101
PI;Baixa Grande do Ribeiro;13838;2201150
PI;Barra D'Alcântara;4091;2201176
PI;Barras;49533;2201200
PI;Barreiras do Piauí;3334;2201309
PI;Barro Duro;6744;2201408
PI;Batalha;27123;2201507
PI;Bela Vista do Piauí;4208;2201556
PI;Belém do Piauí;3508;2201572
PI;Beneditinos;10104;2201606
PI;Bertolínia;5701;2201705
PI;Betânia do Piauí;6368;2201739
PI;Boa Hora;7108;2201770
PI;Bocaina;4131;2201804
PI;Bom Jesus;30321;2201903
PI;Bom Princípio do Piauí;5786;2201919
PI;Bonfim do Piauí;6089;2201929
PI;Boqueirão do Piauí;6728;2201945
PI;Brasileira;8658;2201960
PI;Brejo do Piauí;3969;2201988
PI;Buriti dos Lopes;20096;2202000
PI;Buriti dos Montes;7538;2202026
PI;Cabeceiras do Piauí;10449;2202059
PI;Cajazeiras do Piauí;3146;2202075
PI;Cajueiro da Praia;8203;2202083
PI;Caldeirão Grande do Piauí;5605;2202091
PI;Campinas do Piauí;4988;2202109
PI;Campo Alegre do Fidalgo;4701;2202117
PI;Campo Grande do Piauí;6188;2202133
PI;Campo Largo do Piauí;7636;2202174
PI;Campo Maior;47074;2202208
PI;Canavieira;3429;2202251
PI;Canto do Buriti;19669;2202307
PI;Capitão de Campos;11347;2202406
PI;Capitão Gervásio Oliveira;4065;2202455
PI;Caracol;10538;2202505
PI;Caraúbas do Piauí;5755;2202539
PI;Caridade do Piauí;5162;2202554
PI;Castelo do Piauí;19663;2202604
PI;Caxingó;5657;2202653
PI;Cocal;29209;2202703
PI;Cocal de Telha;5034;2202711
PI;Cocal dos Alves;6569;2202729
PI;Coivaras;4233;2202737
PI;Colônia do Gurguéia;6287;2202752
PI;Colônia do Piauí;7088;2202778
PI;Conceição do Canindé;5063;2202802
PI;Coronel José Dias;4305;2202851
PI;Corrente;28275;2202901
PI;Cristalândia do Piauí;7454;2203008
PI;Cristino Castro;10772;2203107
PI;Curimatá;11552;2203206
PI;Currais;4968;2203230
PI;Curralinhos;4527;2203255
PI;Curral Novo do Piauí;5185;2203271
PI;Demerval Lobão;16998;2203305
PI;Dirceu Arcoverde;7238;2203354
PI;Dom Expedito Lopes;6421;2203404
PI;Domingos Mourão;4138;2203420
PI;Dom Inocêncio;9335;2203453
PI;Elesbão Veloso;13786;2203503
PI;Eliseu Martins;4435;2203602
PI;Esperantina;42510;2203701
PI;Fartura do Piauí;5414;2203750
PI;Flores do Piauí;4508;2203800
PI;Floresta do Piauí;2364;2203859
PI;Floriano;64150;2203909
PI;Francinópolis;4517;2204006
PI;Francisco Ayres;4494;2204105
PI;Francisco Macedo;2986;2204154
PI;Francisco Santos;8366;2204204
PI;Fronteiras;10382;2204303
PI;Geminiano;5587;2204352
PI;Gilbués;11166;2204402
PI;Guadalupe;10478;2204501
PI;Guaribas;4350;2204550
PI;Hugo Napoleão;3562;2204600
PI;Ilha Grande;9501;2204659
